year lat long depth NAFO sfa stratum biomass
2086 307.5 341.5 530.7259 3K 6 194 165.339119746965
2087 298.5 363.5 453.9537 3K 6 194 92.2190683966451
2088 285.5 354.5 427.8733 3K 6 194 233.558906138696
2089 312.5 389.5 271.7256 3K 6 194 2730.78624728675
2090 315.5 347.5 500.91 3K 6 194 510.817026930058
2091 301.5 326.5 490.2031 3K 6 194 181.677436866905
2092 313.5 384.5 253.1154 3K 6 194 1790.95385329295
2093 308.5 347.5 473.3777 3K 6 194 1294.6826289554
2094 298.5 372.5 388.8257 3K 6 194 398.717528126985
2095 320.5 351.5 445.5618 3K 6 194 448.068754375316
2096 292.5 355.5 547.7707 3K 6 194 1177.80046276798
2097 320.5 395.5 457.3304 3K 6 194 532.90996949974
2098 308.5 357.5 515.0169 3K 6 194 168.173828945454
2099 320.5 395.5 457.3304 3K 6 194 927.579713058581
2100 298.5 331.5 507.8098 3K 6 194 847.809518542953
2101 314.5 354.5 536.2694 3K 6 194 438.947730453694
2102 316.5 392.5 346.6477 3K 6 194 746.799157937212
2103 320.5 390.5 390.6891 3K 6 194 205.2600433256
2104 294.5 349.5 573.7945 3K 6 194 267.294324712406
2105 316.5 364.5 307.6808 3K 6 194 864.392343620106
2106 297.5 365.5 413.4597 3K 6 194 928.232310271022
2107 290.5 353.5 528.5966 3K 6 194 807.852499969993
2108 319.5 364.5 343.3616 3K 6 194 1365.9285014101
2109 307.5 345.5 591.6956 3K 6 194 98.2221463982946
2110 315.5 371.5 257.7782 3K 6 194 363.767561213936
2111 290.5 367.5 391.6906 3K 6 194 242.945352774174
2112 321.5 397.5 528.7367 3K 6 194 2224.33103340707
2113 305.5 362.5 382.7972 3K 6 194 198.433334284995
2114 305.5 359.5 449.3183 3K 6 194 1355.03775119654
2115 299.5 347.5 395.0457 3K 6 194 583.998630061923
2116 307.5 358.5 441.4727 3K 6 194 1417.94374526013
2117 313.5 358.5 454.0958 3K 6 194 266.278146375429
2118 304.5 319.5 557.4314 3K 6 194 88.8668987140911
2119 290.5 356.5 479.8543 3K 6 194 2292.94146173353
2120 307.5 377.5 363.8383 3K 6 194 613.464629001083
2121 302.5 384.5 286.7339 3K 6 194 989.939232131441
2122 304.5 366.5 377.4126 3K 6 194 501.150068237386
2123 285.5 351.5 586.2878 3K 6 194 739.63925431682
2124 297.5 359.5 462.4274 3K 6 194 214.374123750587
2125 305.5 344.5 517.1714 3K 6 194 219.532167672866
2126 315.5 362.5 331.2371 3K 6 194 1346.42030468577
2127 301.5 357.5 454.0558 3K 6 194 647.297122234619
2128 302.5 330.5 527.6982 3K 6 194 415.984603699033
2129 313.5 348.5 523.9213 3K 6 194 468.740649942012
2130 290.5 363.5 432.6305 3K 6 194 375.909384307744
2131 316.5 381.5 325.1589 3K 6 194 997.150512396733
2132 305.5 375.5 278.3211 3K 6 194 2961.61860755595
2133 300.5 334.5 479.1024 3K 6 194 867.490163243706
2134 315.5 378.5 356.2 3K 6 194 956.834300613772
2135 291.5 354.5 464.6266 3K 6 194 28.6937649151232
2136 304.5 354.5 487.1299 3K 6 194 501.557623645711
2137 299.5 373.5 344.8064 3K 6 194 658.970091839797
2138 321.5 395.5 521.1723 3K 6 194 531.664409742086
2139 313.5 354.5 494.438 3K 6 194 812.537671495738
2140 296.5 360.5 466.8567 3K 6 194 1303.25575127454
2141 317.5 374.5 402.6809 3K 6 194 220.276283627739
2142 313.5 370.5 349.9161 3K 6 194 1547.89930150294
2143 296.5 366.5 469.927 3K 6 194 64.6291120195048
2144 306.5 352.5 450.2384 3K 6 194 298.093209046071
2145 290.5 351.5 520.9617 3K 6 194 1021.20557852622
2146 305.5 361.5 447.0802 3K 6 194 458.681781505866
2147 294.5 345.5 514.9251 3K 6 194 52.7865866114541
2148 310.5 386.5 424.4094 3K 6 194 1241.68983806512
2149 301.5 372.5 413.0576 3K 6 194 995.921407507859
2150 278.5 351.5 513.7844 3K 6 194 467.583217201766
2151 305.5 339.5 519.3012 3K 6 194 297.869429390397
2152 313.5 378.5 374.3271 3K 6 194 805.330518746512
2153 314.5 389.5 331.4728 3K 6 194 1104.10041007033
2154 292.5 353.5 535.7702 3K 6 194 142.151081287913
2155 317.5 353.5 378.6895 3K 6 194 2188.6526355647
2156 315.5 374.5 356.236 3K 6 194 362.98684910551
2157 314.5 382.5 290.6229 3K 6 194 837.336786814343
2158 315.5 366.5 273.1755 3K 6 194 801.178446390569
2159 298.5 355.5 386.0405 3K 6 194 2421.36272653419
2160 312.5 358.5 556.9713 3K 6 194 317.407223898648
2161 310.5 384.5 412.1397 3K 6 194 369.272701015837
2162 298.5 336.5 471.4252 3K 6 194 422.37746461186
2163 317.5 350.5 447.6286 3K 6 194 771.521659131219
2164 319.5 386.5 313.6664 3K 6 194 478.361662463194
2165 312.5 383.5 321.5367 3K 6 194 746.764741496581
2166 303.5 361.5 444.9983 3K 6 194 503.276620321166
2167 294.5 360.5 497.1569 3K 6 194 1023.69266677153
2168 316.5 401.5 620.8325 3K 6 194 98.0284801891246
2169 312.5 376.5 331.9407 3K 6 194 366.015693751365
2170 296.5 372.5 407.0738 3K 6 194 968.134905141981
2171 319.5 409.5 563.1617 3K 6 194 389.269670163618
2172 305.5 363.5 337.2319 3K 6 194 193.321102259973
2173 307.5 375.5 398.3005 3K 6 194 288.808975482332
2174 292.5 358.5 470.407 3K 6 194 1030.17800224536
2175 308.5 341.5 577.2256 3K 6 194 97.4905069817826
2176 321.5 374.5 399.3497 3K 6 194 360.072819506887
2177 308.5 386.5 356.3245 3K 6 194 204.231215837343
2178 304.5 374.5 365.1318 3K 6 194 1137.72302792816
2179 304.5 332.5 559.4197 3K 6 194 1504.84552573829
2180 303.5 353.5 442.647 3K 6 194 1075.72805821854
2181 320.5 377.5 352.44 3K 6 194 362.69818487034
2182 303.5 350.5 457.6236 3K 6 194 183.966849830626
2183 321.5 378.5 377.6209 3K 6 194 980.653870398963
2184 311.5 351.5 554.4647 3K 6 194 115.18979375377
2185 317.5 350.5 447.6286 3K 6 194 343.459093163386
2186 320.5 366.5 409.8892 3K 6 194 450.368479045279
2187 287.5 356.5 470.9039 3K 6 194 972.311202989934
2188 313.5 362.5 475.6699 3K 6 194 224.828202659903
2189 303.5 380.5 386.8216 3K 6 194 2626.99558819537
2190 295.5 335.5 546.8983 3K 6 194 723.852332947001
2191 317.5 386.5 237.6242 3K 6 194 564.639172688998
2192 289.5 353.5 462.1973 3K 6 194 486.067439585145
2193 294.5 373.5 381.87 3K 6 194 249.769492368158
2194 301.5 369.5 347.72 3K 6 194 378.171152892817
2195 314.5 366.5 312.7665 3K 6 194 1240.48292962553
2196 308.5 391.5 411.6448 3K 6 194 1150.41928230026
2197 300.5 346.5 423.0987 3K 6 194 653.687561893091
2198 321.5 375.5 377.4756 3K 6 194 1049.88263803324
2199 320.5 395.5 457.3304 3K 6 194 559.843336639476
2200 296.5 367.5 417.8248 3K 6 194 259.731737739993
2201 290.5 363.5 432.6305 3K 6 194 523.1883066066
2202 316.5 393.5 311.4024 3K 6 194 236.540197498307
2203 297.5 366.5 411.7824 3K 6 194 2487.52783822057
2204 316.5 357.5 447.2044 3K 6 194 716.570148146288
2205 317.5 397.5 463.4736 3K 6 194 201.572599692027
2206 317.5 376.5 281.767 3K 6 194 234.917891933668
2207 306.5 385.5 373.2931 3K 6 194 199.745180579095
2208 298.5 351.5 527.5597 3K 6 194 460.862983849172
2209 298.5 350.5 507.4118 3K 6 194 925.07121388183
2210 288.5 359.5 389.3239 3K 6 194 67.0167183225523
2211 317.5 382.5 302.4205 3K 6 194 1020.5617110148
2212 300.5 374.5 403.2509 3K 6 194 1456.53871728737
2213 305.5 326.5 522.6357 3K 6 194 285.577988457317
2214 300.5 379.5 419.2004 3K 6 194 787.868833372887
2215 314.5 402.5 544.2773 3K 6 194 362.249733620058
2216 317.5 360.5 430.1654 3K 6 194 371.517811830307
2217 290.5 361.5 545.7765 3K 6 194 1002.38941808276
2218 301.5 375.5 423.8621 3K 6 194 307.40959070659
2219 299.5 357.5 433.4215 3K 6 194 1440.16184319205
2220 302.5 349.5 362.5331 3K 6 194 40.7151724344421
2221 304.5 366.5 377.4126 3K 6 194 381.050807918097
2222 305.5 379.5 420.2132 3K 6 194 1883.16400555983
2223 297.5 337.5 456.3865 3K 6 194 227.316218556192
2224 319.5 352.5 456.0134 3K 6 194 1370.69157940429
2225 319.5 346.5 532.2406 3K 6 194 135.162623312835
2226 313.5 346.5 609.2783 3K 6 194 907.750930238205
2227 316.5 405.5 565.0167 3K 6 194 227.706194677408
2228 322.5 388.5 369.0813 3K 6 194 307.342944600978
2229 319.5 380.5 287.3798 3K 6 194 1134.36559021395
2230 292.5 371.5 325.6675 3K 6 194 770.54338006868
2231 309.5 342.5 578.1694 3K 6 194 189.67067295615
2232 300.5 381.5 409.89 3K 6 194 1369.77441541917
2233 300.5 326.5 464.3253 3K 6 194 624.937416069449
2234 316.5 379.5 374.3234 3K 6 194 1989.02084675777
2235 318.5 366.5 321.9744 3K 6 194 360.877022154424
2236 321.5 389.5 326.9168 3K 6 194 612.308989751601
2237 289.5 358.5 455.2397 3K 6 194 474.295882235573
2238 309.5 394.5 463.8689 3K 6 194 246.882917359926
2239 320.5 396.5 430.4305 3K 6 194 1452.46745502959
2240 319.5 379.5 315.4138 3K 6 194 372.341012705388
2241 314.5 369.5 290.2871 3K 6 194 307.971182370792
2242 307.5 349.5 458.7701 3K 6 194 597.089266142627
2243 291.5 347.5 519.3197 3K 6 194 482.432342081867
2244 292.5 345.5 602.1936 3K 6 194 577.248074284697
2245 308.5 381.5 491.8517 3K 6 194 550.495445965392
2246 311.5 365.5 470.0875 3K 6 194 510.921656488305
2247 320.5 351.5 445.5618 3K 6 194 186.568535840131
2248 307.5 353.5 524.9001 3K 6 194 433.179090291157
2249 303.5 326.5 585.6139 3K 6 194 309.214300200401
2250 303.5 365.5 334.9438 3K 6 194 176.018558177733
2251 315.5 401.5 661.7726 3K 6 194 539.867829027366
2252 321.5 393.5 396.9586 3K 6 194 618.634110121874
2253 300.5 381.5 409.89 3K 6 194 913.684716712368
2254 321.5 382.5 342.5167 3K 6 194 1284.01067810664
2255 305.5 319.5 622.9162 3K 6 194 109.05143542653
2256 315.5 404.5 507.382 3K 6 194 488.243736950102
2257 289.5 352.5 448.8965 3K 6 194 978.5051696457
2258 310.5 378.5 396.5202 3K 6 194 470.235151323681
2259 309.5 376.5 363.2835 3K 6 194 407.015992011158
2260 317.5 366.5 298.9233 3K 6 194 1228.11018674434
2261 306.5 381.5 482.9894 3K 6 194 557.64398792008
2262 297.5 345.5 452.7723 3K 6 194 514.687667132269
2263 297.5 361.5 418.1591 3K 6 194 1153.44213050144
2264 303.5 381.5 432.7035 3K 6 194 713.062041658841
2265 304.5 351.5 523.4195 3K 6 194 448.884985386018
2266 294.5 374.5 345.186 3K 6 194 590.240964790946
2267 318.5 407.5 522.2613 3K 6 194 463.328740445315
2268 312.5 382.5 230.4764 3K 6 194 510.707597369772
2269 301.5 334.5 488.2437 3K 6 194 399.960245865761
2270 284.5 352.5 527.611 3K 6 194 246.447443855645
2271 320.5 376.5 300.3231 3K 6 194 476.729944328743
2272 310.5 393.5 460.8073 3K 6 194 224.780958138283
2273 291.5 358.5 458.8012 3K 6 194 382.867796770494
2274 308.5 357.5 515.0169 3K 6 194 419.492937336464
2275 320.5 373.5 394.1672 3K 6 194 543.974253333265
2276 304.5 367.5 360.6639 3K 6 194 1165.92070895443
2277 299.5 374.5 404.595 3K 6 194 920.087235882838
2278 319.5 385.5 357.6794 3K 6 194 1655.60088914006
2279 298.5 353.5 464.202 3K 6 194 243.758108852496
2280 319.5 359.5 454.9107 3K 6 194 731.989539117676
2281 304.5 382.5 291.1371 3K 6 194 631.04933120609
2282 305.5 330.5 492.0383 3K 6 194 27.7516020636983
2283 301.5 377.5 425.718 3K 6 194 533.861193084836
2284 320.5 351.5 445.5618 3K 6 194 715.090365423872
2285 317.5 390.5 297.9659 3K 6 194 1161.71881733158
2286 320.5 357.5 426.7478 3K 6 194 599.113266765734
2287 310.5 385.5 413.9007 3K 6 194 1538.5978693364
2288 313.5 351.5 521.2851 3K 6 194 140.781067139571
2289 319.5 383.5 304.0791 3K 6 194 1277.77343868372
2290 298.5 370.5 378.6069 3K 6 194 513.93467535722
2291 312.5 380.5 337.8137 3K 6 194 737.66505302872
2292 302.5 348.5 433.8947 3K 6 194 2028.29415232544
2293 311.5 349.5 494.8947 3K 6 194 586.480970211893
2294 291.5 365.5 442.7434 3K 6 194 536.412938216486
2295 293.5 338.5 555.4922 3K 6 194 80.1872598300724
2296 299.5 327.5 537.4741 3K 6 194 653.095652837405
2297 304.5 319.5 557.4314 3K 6 194 343.743302145276
2298 318.5 380.5 290.0135 3K 6 194 1143.39885553245
2299 297.5 372.5 327.2893 3K 6 194 1415.86293913006
2300 321.5 372.5 353.445 3K 6 194 472.460004404135
2301 317.5 391.5 345.3206 3K 6 194 1213.05605462996
2302 317.5 393.5 365.4202 3K 6 194 577.929244857498
2303 312.5 352.5 531.688 3K 6 194 190.2597167326
2304 314.5 400.5 417.1702 3K 6 194 431.877866937766
2305 304.5 327.5 603.7126 3K 6 194 85.2091304510853
2306 313.5 381.5 304.4027 3K 6 194 1182.5106620935
2307 300.5 364.5 351.7852 3K 6 194 927.09517677989
2308 303.5 363.5 311.6296 3K 6 194 963.204630395886
2309 309.5 342.5 578.1694 3K 6 194 337.093850628301
2310 305.5 368.5 386.8751 3K 6 194 260.403709656826
2311 287.5 356.5 470.9039 3K 6 194 293.927412220361
2312 291.5 370.5 464.3024 3K 6 194 336.768584926591
2313 294.5 367.5 461.611 3K 6 194 451.020430856567
2314 305.5 322.5 550.441 3K 6 194 119.125959543822
2315 296.5 353.5 494.533 3K 6 194 337.837319450156
2316 316.5 350.5 463.5318 3K 6 194 211.725549885795
2317 281.5 355.5 503.3394 3K 6 194 212.091105543124
2318 314.5 378.5 347.8415 3K 6 194 507.445991845381
2319 314.5 345.5 478.3655 3K 6 194 378.033472812666
2320 306.5 371.5 422.1764 3K 6 194 1600.6003584129
2321 315.5 346.5 604.3478 3K 6 194 974.596224065595
2322 303.5 328.5 519.2756 3K 6 194 146.973544185207
2323 297.5 332.5 471.4301 3K 6 194 917.959811325673
2324 322.5 408.5 557.5665 3K 6 194 6.45115770813062
2325 305.5 360.5 452.6279 3K 6 194 464.675790323344
2326 291.5 355.5 487.0548 3K 6 194 40.4891598763754
2327 309.5 383.5 383.1347 3K 6 194 587.600200000929
2328 306.5 370.5 396.6539 3K 6 194 1093.27005594569
2329 312.5 370.5 337.528 3K 6 194 775.49211918897
2330 293.5 363.5 516.8064 3K 6 194 285.076232569749
2331 313.5 369.5 208.0904 3K 6 194 463.201478200238
2332 284.5 352.5 527.611 3K 6 194 1989.43440419407
2333 319.5 373.5 339.8277 3K 6 194 752.269138726572
2334 279.5 352.5 567.204 3K 6 194 74.5447195459695
2335 312.5 344.5 628.1574 3K 6 194 478.419241887582
2336 316.5 361.5 360.5048 3K 6 194 420.489371203632
2337 287.5 351.5 529.8306 3K 6 194 1251.30353958496
2338 308.5 362.5 437.0275 3K 6 194 1231.1690403271
2339 318.5 385.5 334.0543 3K 6 194 1815.49157976
2340 314.5 365.5 338.6508 3K 6 194 912.345968752721
2341 285.5 361.5 377.3218 3K 6 194 649.859629073229
2342 319.5 381.5 287.1996 3K 6 194 305.059106463344
2343 297.5 366.5 411.7824 3K 6 194 217.664378156533
2344 317.5 374.5 402.6809 3K 6 194 235.432360574148
2345 319.5 407.5 508.9168 3K 6 194 565.648244710764
2346 297.5 364.5 374.8086 3K 6 194 1362.56671021111
2347 304.5 332.5 559.4197 3K 6 194 531.017562162847
2348 314.5 366.5 312.7665 3K 6 194 1002.47186921912
2349 300.5 361.5 423.5532 3K 6 194 655.644548747184
2350 295.5 374.5 330.8481 3K 6 194 1198.41584092671
2351 285.5 354.5 427.8733 3K 6 194 222.184948100905
2352 305.5 352.5 446.0275 3K 6 194 830.983178194095
2353 296.5 347.5 478.2125 3K 6 194 85.5159599472185
2354 298.5 371.5 396.7847 3K 6 194 726.93841153162
2355 301.5 331.5 551.725 3K 6 194 362.655093657043
2356 315.5 395.5 403.4023 3K 6 194 481.556533271373
2357 318.5 362.5 378.5992 3K 6 194 2225.18712685514
2358 288.5 360.5 400.7489 3K 6 194 1221.95407230965
2359 305.5 322.5 550.441 3K 6 194 352.986475520576
2360 319.5 387.5 326.884 3K 6 194 998.695146683141
2361 316.5 382.5 309.5355 3K 6 194 891.429605725493
2362 301.5 351.5 419.3061 3K 6 194 1776.97431725846
2363 302.5 339.5 466.7685 3K 6 194 706.995511860512
2364 314.5 357.5 567.3012 3K 6 194 203.370879095396
2365 322.5 408.5 557.5665 3K 6 194 326.915123299755
2366 310.5 344.5 460.6345 3K 6 194 245.709138603158
2367 318.5 352.5 394.051 3K 6 194 240.794623452249
2368 318.5 364.5 334.0418 3K 6 194 1332.12572303392
2369 305.5 383.5 308.9614 3K 6 194 2425.73221242064
2370 302.5 327.5 557.3654 3K 6 194 686.712648630455
2371 302.5 376.5 415.6444 3K 6 194 1080.93817280669
2372 297.5 342.5 439.4321 3K 6 194 924.51964071861
2373 319.5 394.5 490.1683 3K 6 194 117.766751073373
2374 293.5 351.5 581.2143 3K 6 194 2235.81192440384
2375 290.5 353.5 528.5966 3K 6 194 1099.64508387625
2376 306.5 387.5 396.4048 3K 6 194 756.109403736463
2377 301.5 378.5 401.99 3K 6 194 58.527971964216
2378 317.5 365.5 305.9502 3K 6 194 195.681025059739
2379 304.5 361.5 395.8571 3K 6 194 1155.53465844857
2380 303.5 368.5 315.2806 3K 6 194 1811.99100077486
2381 298.5 341.5 449.9 3K 6 194 588.328844147196
2382 319.5 381.5 287.1996 3K 6 194 580.099806514911
2383 319.5 359.5 454.9107 3K 6 194 485.178654899064
2384 320.5 384.5 278.2116 3K 6 194 1116.72826459014
2385 311.5 355.5 570.917 3K 6 194 671.052614089183
2386 296.5 348.5 556.5831 3K 6 194 1798.59216304313
2387 300.5 358.5 399.5117 3K 6 194 724.66351444256
2388 301.5 376.5 371.5052 3K 6 194 777.035014882303
2389 304.5 385.5 326.5141 3K 6 194 1178.00582922729
2390 310.5 385.5 413.9007 3K 6 194 467.259936407738
2391 294.5 361.5 439.4472 3K 6 194 1443.56844611058
2392 293.5 340.5 569.9414 3K 6 194 246.874040310368
2393 319.5 399.5 554.1798 3K 6 194 121.947561513444
2394 308.5 391.5 411.6448 3K 6 194 334.112019129372
2395 297.5 349.5 489.3529 3K 6 194 385.28101434899
2396 296.5 366.5 469.927 3K 6 194 508.151101059341
2397 316.5 357.5 447.2044 3K 6 194 1057.10636047021
2398 295.5 347.5 539.5129 3K 6 194 813.536993654348
2399 295.5 369.5 420.0251 3K 6 194 218.656647243813
2400 310.5 359.5 480.7056 3K 6 194 201.630085351186
2401 313.5 358.5 454.0958 3K 6 194 1019.40462673892
2402 305.5 328.5 563.9695 3K 6 194 113.331729833735
2403 307.5 363.5 335.6365 3K 6 194 1331.41686563827
2404 297.5 372.5 327.2893 3K 6 194 743.324412473893
2405 297.5 361.5 418.1591 3K 6 194 776.543761188537
2406 303.5 332.5 416.0355 3K 6 194 787.728374374376
2407 319.5 352.5 456.0134 3K 6 194 372.985780169881
2408 310.5 341.5 485.7084 3K 6 194 1507.66245370857
2409 308.5 382.5 415.6976 3K 6 194 578.038816875842
2410 309.5 393.5 507.0158 3K 6 194 51.9495765155231
2411 314.5 362.5 462.3594 3K 6 194 928.233747687638
2412 296.5 364.5 415.3704 3K 6 194 796.877139604507
2413 316.5 391.5 291.0089 3K 6 194 404.886263609949
2414 305.5 346.5 533.4686 3K 6 194 208.644725701097
2415 300.5 376.5 439.456 3K 6 194 215.046718977827
2416 306.5 364.5 398.7618 3K 6 194 928.234585880313
2417 322.5 389.5 429.1815 3K 6 194 613.878537108672
2418 306.5 348.5 522.2474 3K 6 194 105.46885378501
2419 316.5 380.5 290.1623 3K 6 194 2121.96641922989
2420 320.5 406.5 548.4369 3K 6 194 358.636269660128
2421 321.5 383.5 295.9702 3K 6 194 891.427133931367
2422 305.5 347.5 473.2873 3K 6 194 173.733542616118
2423 319.5 350.5 444.1456 3K 6 194 375.620250180369
2424 314.5 386.5 272.1206 3K 6 194 1262.38668334851
2425 303.5 338.5 500.8869 3K 6 194 335.707253497091
2426 319.5 368.5 311.0247 3K 6 194 2052.73305581367
2427 317.5 406.5 523.8289 3K 6 194 508.041085407165
2428 322.5 394.5 462.0483 3K 6 194 1501.37916098253
2429 319.5 350.5 444.1456 3K 6 194 953.631922618033
2430 317.5 399.5 537.291 3K 6 194 242.318927439363
2431 314.5 349.5 488.5381 3K 6 194 150.808150976676
2432 317.5 358.5 518.5526 3K 6 194 110.438571311489
2433 321.5 390.5 383.8463 3K 6 194 516.866560422527
2434 301.5 371.5 376.8131 3K 6 194 764.939389638512
2435 303.5 341.5 535.4093 3K 6 194 583.400303084151
2436 301.5 332.5 437.7803 3K 6 194 758.450110594878
2437 306.5 350.5 511.7866 3K 6 194 856.853259228611
2438 316.5 403.5 624.9384 3K 6 194 1483.94788982895
2439 284.5 352.5 527.611 3K 6 194 531.949844155011
2440 321.5 395.5 521.1723 3K 6 194 570.724542491428
2441 290.5 361.5 545.7765 3K 6 194 912.917011702918
2442 310.5 384.5 412.1397 3K 6 194 610.676230809911
2443 320.5 374.5 332.1123 3K 6 194 558.418605742911
2444 305.5 323.5 513.6142 3K 6 194 510.989176843992
2445 311.5 346.5 492.5861 3K 6 194 382.089256030126
2446 296.5 369.5 410.0651 3K 6 194 199.646261787135
2447 303.5 326.5 585.6139 3K 6 194 111.64570515212
2448 304.5 353.5 489.6758 3K 6 194 278.612083721451
2449 318.5 395.5 396.3202 3K 6 194 678.411173939262
2450 308.5 388.5 358.8485 3K 6 194 899.917106833018
2451 309.5 356.5 574.5935 3K 6 194 34.4049648734277
2452 300.5 373.5 391.7499 3K 6 194 1072.6077633783
2453 283.5 358.5 500.4853 3K 6 194 166.522204036773
2454 312.5 377.5 325.6876 3K 6 194 500.046219701936
2455 302.5 370.5 273.9144 3K 6 194 1095.50148973576
2456 305.5 323.5 513.6142 3K 6 194 725.099888266011
2457 293.5 364.5 517.1308 3K 6 194 719.961316996394
2458 318.5 347.5 536.9117 3K 6 194 40.7635238143111
2459 295.5 346.5 575.7244 3K 6 194 81.3485083188144
2460 290.5 363.5 432.6305 3K 6 194 134.787576739133
2461 318.5 359.5 455.6799 3K 6 194 752.850371380335
2462 289.5 351.5 487.393 3K 6 194 128.670308482571
2463 311.5 362.5 431.1013 3K 6 194 421.757586888796
2464 297.5 333.5 556.1786 3K 6 194 366.194071202761
2465 290.5 354.5 493.2425 3K 6 194 1153.80131932834
2466 304.5 370.5 272.7185 3K 6 194 870.416369104627
2467 285.5 351.5 586.2878 3K 6 194 295.131390022519
2468 315.5 372.5 365.6821 3K 6 194 1901.81782669809
2469 319.5 358.5 573.8594 3K 6 194 1008.95281157196
2470 296.5 366.5 469.927 3K 6 194 27.0590432385184
2471 307.5 340.5 559.1408 3K 6 194 8.88506866242927
2472 289.5 355.5 531.4839 3K 6 194 152.257801444154
2473 290.5 354.5 493.2425 3K 6 194 756.932234752853
2474 284.5 351.5 617.4716 3K 6 194 438.003284015668
2475 298.5 328.5 541.8124 3K 6 194 922.152311383191
2476 303.5 387.5 316.0199 3K 6 194 1748.4379376463
2477 302.5 367.5 310.7552 3K 6 194 544.021862657141
2478 309.5 381.5 442.4961 3K 6 194 282.712275422702
2479 279.5 351.5 638.3736 3K 6 194 97.1614977958624
2480 291.5 368.5 451.6635 3K 6 194 976.883999965127
2481 304.5 363.5 342.3063 3K 6 194 1445.10082635211
2482 306.5 379.5 396.1419 3K 6 194 778.483772819207
2483 319.5 399.5 554.1798 3K 6 194 732.011660285655
2484 313.5 345.5 533.7702 3K 6 194 115.986907844909
2485 315.5 380.5 264.6997 3K 6 194 1291.79192062914
2486 314.5 368.5 274.1811 3K 6 194 1010.93785402945
2487 310.5 386.5 424.4094 3K 6 194 1694.05846308305
2488 307.5 369.5 365.8181 3K 6 194 405.374115884197
2489 299.5 353.5 385.9537 3K 6 194 297.178388311776
2490 315.5 378.5 356.2 3K 6 194 218.01072574946
1991 374.5 424.5 534.9562 3K 6 196 357.922659236359
1992 394.5 408.5 468.196 3K 6 196 1038.50115143644
